1.000000	-1000.000000	-1000.000000	525.390625	-779.296875	-0.488281	1673737297.701273	0.000000
1.000000	-1000.000000	-1000.000000	483.398438	-1000.000000	7.812500	1673737297.705019	0.000000
1.000000	-1000.000000	-1000.000000	474.121094	-994.140625	-37.109375	1673737297.708765	0.000000
1.000000	-1000.000000	-1000.000000	483.886719	-924.316406	56.152344	1673737297.712510	0.000000
1.000000	-1000.000000	-1000.000000	464.355469	-955.566406	-185.546875	1673737297.716256	0.000000
1.000000	-1000.000000	-1000.000000	440.917969	-900.878906	-907.714844	1673737297.720002	0.000000
1.000000	-1000.000000	-1000.000000	442.382812	-1000.000000	-1000.000000	1673737297.723747	0.000000
1.000000	-1000.000000	-1000.000000	473.144531	-527.832031	-890.136719	1673737297.727493	0.000000
1.000000	-1000.000000	-1000.000000	467.285156	-199.218750	-805.175781	1673737297.731239	0.000000
1.000000	-1000.000000	-1000.000000	326.660156	-983.398438	-970.214844	1673737297.734985	0.000000
1.000000	-1000.000000	-1000.000000	298.339844	-1000.000000	-1000.000000	1673737297.738730	0.000000
1.000000	-1000.000000	-1000.000000	385.742188	-649.414062	-738.769531	1673737297.742476	0.000000
2.000000	-1000.000000	-1000.000000	325.195312	-743.164062	-645.507812	1673737297.746221	0.000000
2.000000	-1000.000000	-1000.000000	210.937500	-1000.000000	-1000.000000	1673737297.749966	0.000000
2.000000	-1000.000000	-1000.000000	199.218750	-950.195312	-995.605469	1673737297.753711	0.000000
2.000000	-1000.000000	-1000.000000	217.285156	-911.621094	-874.511719	1673737297.757455	0.000000
2.000000	-1000.000000	-1000.000000	158.203125	-960.937500	-895.507812	1673737297.761200	0.000000
2.000000	-1000.000000	-1000.000000	-25.878906	-837.402344	-778.808594	1673737297.764945	0.000000
2.000000	-1000.000000	-1000.000000	-31.738281	-776.855469	-1000.000000	1673737297.768690	0.000000
2.000000	-1000.000000	-1000.000000	158.203125	-31.738281	-215.332031	1673737297.772435	0.000000
2.000000	-1000.000000	-1000.000000	135.742188	-184.082031	213.867188	1673737297.776180	0.000000
2.000000	-1000.000000	-1000.000000	36.621094	-1000.000000	-975.097656	1673737297.779924	0.000000
2.000000	-1000.000000	-1000.000000	97.656250	-841.796875	-1000.000000	1673737297.783669	0.000000
2.000000	-1000.000000	-1000.000000	153.808594	-389.160156	-504.882812	1673737297.787414	0.000000
3.000000	-1000.000000	-1000.000000	85.937500	-805.664062	-619.628906	1673737297.792412	0.000000
3.000000	-1000.000000	-1000.000000	-25.390625	-1000.000000	-1000.000000	1673737297.797410	0.000000
3.000000	-1000.000000	-1000.000000	-66.406250	-858.398438	-936.523438	1673737297.802407	0.000000
3.000000	-1000.000000	-1000.000000	-153.320312	-915.527344	-858.886719	1673737297.807405	0.000000
3.000000	-1000.000000	-1000.000000	-181.152344	-982.910156	-934.570312	1673737297.812403	0.000000
3.000000	-1000.000000	-1000.000000	-178.222656	-1000.000000	-774.414062	1673737297.817400	0.000000
3.000000	-1000.000000	-1000.000000	-92.285156	-351.562500	-643.554688	1673737297.822398	0.000000
3.000000	-1000.000000	-1000.000000	66.406250	-160.156250	273.437500	1673737297.827396	0.000000
3.000000	-1000.000000	-1000.000000	-132.812500	-999.511719	25.390625	1673737297.832393	0.000000
3.000000	-1000.000000	-1000.000000	-228.027344	-1000.000000	-1000.000000	1673737297.837391	0.000000
3.000000	-1000.000000	-1000.000000	-236.328125	-920.410156	-771.484375	1673737297.842389	0.000000
3.000000	-1000.000000	-1000.000000	-301.757812	-965.332031	-147.949219	1673737297.847387	0.000000
4.000000	-1000.000000	-1000.000000	-353.515625	-936.035156	-729.980469	1673737297.851027	0.000000
4.000000	-1000.000000	-1000.000000	-294.433594	-765.625000	-1000.000000	1673737297.854669	0.000000
4.000000	-999.511719	-1000.000000	-300.781250	-759.765625	-806.640625	1673737297.858310	0.000000
4.000000	-989.746094	-1000.000000	-406.250000	-990.722656	-886.718750	1673737297.861951	0.000000
4.000000	-999.511719	-1000.000000	-380.859375	-1000.000000	-986.816406	1673737297.865592	0.000000
4.000000	-982.421875	-1000.000000	-240.722656	-520.996094	-938.476562	1673737297.869233	0.000000
4.000000	-956.542969	-1000.000000	-267.578125	-346.191406	-39.062500	1673737297.872874	0.000000
4.000000	-997.070312	-1000.000000	-376.953125	-856.445312	140.136719	1673737297.876514	0.000000
4.000000	-1000.000000	-1000.000000	-430.664062	-1000.000000	-999.511719	1673737297.880156	0.000000
4.000000	-998.535156	-1000.000000	-242.675781	-416.503906	-1000.000000	1673737297.883796	0.000000
4.000000	-981.933594	-1000.000000	-201.660156	-188.476562	-885.742188	1673737297.887438	0.000000
4.000000	-968.750000	-1000.000000	-430.664062	-999.023438	-947.753906	1673737297.891078	0.000000
5.000000	-1000.000000	-1000.000000	-418.945312	-975.097656	-826.660156	1673737297.896066	0.000000
5.000000	-988.281250	-1000.000000	-267.089844	-527.832031	-587.890625	1673737297.901053	0.000000
5.000000	-899.902344	-1000.000000	-324.707031	-789.550781	-646.484375	1673737297.906040	0.000000
5.000000	-941.406250	-1000.000000	-458.984375	-1000.000000	-993.164062	1673737297.911027	0.000000
5.000000	-997.558594	-1000.000000	-431.640625	-906.738281	-1000.000000	1673737297.916014	0.000000
5.000000	-989.746094	-1000.000000	-340.332031	-231.445312	-308.105469	1673737297.921001	0.000000
5.000000	-784.179688	-1000.000000	-438.964844	-302.246094	-80.566406	1673737297.925989	0.000000
5.000000	-776.855469	-1000.000000	-499.511719	-1000.000000	-769.531250	1673737297.930976	0.000000
5.000000	-972.656250	-1000.000000	-458.007812	-905.761719	-1000.000000	1673737297.935963	0.000000
5.000000	-992.675781	-1000.000000	-363.281250	-235.351562	-200.683594	1673737297.940950	0.000000
5.000000	-842.285156	-1000.000000	-423.339844	-747.070312	84.472656	1673737297.945937	0.000000
5.000000	-830.566406	-1000.000000	-485.839844	-1000.000000	-985.351562	1673737297.950925	0.000000
6.000000	-986.328125	-1000.000000	-460.937500	-871.582031	-963.867188	1673737297.953557	0.000000
6.000000	-997.070312	-1000.000000	-467.773438	-952.636719	-364.746094	1673737297.956188	0.000000
6.000000	-866.699219	-1000.000000	-465.332031	-993.164062	-714.355469	1673737297.958820	0.000000
6.000000	-853.027344	-1000.000000	-518.554688	-1000.000000	-1000.000000	1673737297.961452	0.000000
6.000000	-969.726562	-1000.000000	-488.769531	-873.535156	-866.210938	1673737297.964084	0.000000
6.000000	-1000.000000	-1000.000000	-409.667969	-739.746094	4.394531	1673737297.966716	0.000000
6.000000	-927.734375	-1000.000000	-433.593750	-719.238281	-79.101562	1673737297.969347	0.000000
6.000000	-831.054688	-1000.000000	-452.636719	-765.136719	-1000.000000	1673737297.971979	0.000000
6.000000	-969.726562	-1000.000000	-365.234375	-375.000000	-872.558594	1673737297.974611	0.000000
6.000000	-1000.000000	-1000.000000	-344.726562	-121.582031	9.765625	1673737297.977243	0.000000
6.000000	-893.554688	-1000.000000	-469.238281	-910.156250	-664.062500	1673737297.979875	0.000000
6.000000	-816.406250	-1000.000000	-495.117188	-1000.000000	-1000.000000	1673737297.982507	0.000000
7.000000	-955.566406	-1000.000000	-379.882812	-357.910156	-832.031250	1673737297.987265	0.000000
7.000000	-977.539062	-1000.000000	-467.285156	-443.359375	-930.175781	1673737297.992023	0.000000
7.000000	-827.636719	-999.511719	-523.437500	-1000.000000	-992.187500	1673737297.996781	0.000000
7.000000	-804.199219	-995.605469	-416.015625	-896.484375	-1000.000000	1673737298.001539	0.000000
